DY
200
72
attr_1;attr_2;attr_3;attr_4;attr_5;attr_6;attr_7;attr_8;attr_9;attr_10;attr_11;attr_12;attr_13;attr_14;attr_15;attr_16;attr_17;attr_18;attr_19;attr_20;attr_21;attr_22;attr_23;attr_24;attr_25;attr_26;attr_27;attr_28;attr_29;attr_30;attr_31;attr_32;attr_33;attr_34;attr_35;attr_36;attr_37;attr_38;attr_39;attr_40;attr_41;attr_42;attr_43;attr_44;attr_45;attr_46;attr_47;attr_48;attr_49;attr_50;attr_51;attr_52;attr_53;attr_54;attr_55;attr_56;attr_57;attr_58;attr_59;attr_60;attr_61;attr_62;attr_63;attr_64;attr_65;attr_66;attr_67;attr_68;attr_69;attr_70;attr_71;attr_72
0;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.8832;0.7755;0.3334;0.8832;0.7755;0.1114;0.2882;0.0001;0.0001;0.9277;0.7353;0.1112;0.8832;0.2245;0.1114;0.0001;0.0001;0.0001;0.9277;0.7109;0.5555;0.1168;0.7755;0.1114;0.0001;0.0001;0.0001;0.9277;0.7035;0.6666;0.1168;0.2245;0.1114;0.2172;0.0001;0.0001;0.9277;0.6261;0.7777;0.8756;0.9999;0.8454;0.0001;0.0001;0.0001;0.8352;0.8910;0.2223;0.8645;0.0001;0.8448;0.0001;0.5019;0.0001;0.9053;0.6526;0.6666;0.1442;0.0001;0.0001;0.0001;0.3671;0.3904;0.6196;0.2846;0.4445;3 
1;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.1479;0.2292;0.2223;0.1479;0.2292;0.8499;0.6444;0.0001;0.0001;0.1287;0.1415;0.2223;0.1479;0.7708;0.8499;0.0001;0.0001;0.0001;0.1287;0.1785;0.9999;0.8521;0.2292;0.8499;0.0001;0.0001;0.0001;0.1287;0.1592;0.0001;0.8521;0.7708;0.8499;0.5332;0.0001;0.0001;0.1287;0.1480;0.4445;0.1213;0.9999;0.1018;0.0001;0.0001;0.0001;0.0622;0.1745;0.9999;0.1086;0.0001;0.0639;0.0001;0.4722;0.0001;0.4108;0.4070;0.4445;0.6430;0.0001;0.0001;0.0001;0.2557;0.2738;0.0422;0.0398;0.1112;0 
2;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.8604;0.9045;0.5555;0.8604;0.9045;0.1186;0.0056;0.0001;0.0001;0.8607;0.8514;0.7777;0.8604;0.0955;0.1186;0.0001;0.0001;0.0001;0.8607;0.7908;0.2223;0.1396;0.9045;0.1186;0.0001;0.0001;0.0001;0.8607;0.9294;0.6666;0.1396;0.0955;0.1186;0.0225;0.0001;0.0001;0.8607;0.5639;0.2223;0.9119;0.9999;0.9735;0.0001;0.0001;0.0001;0.9587;0.6966;0.5555;0.9268;0.0001;0.9696;0.0001;0.4976;0.0001;0.8797;0.6484;0.7777;0.1937;0.0001;0.0001;0.0001;0.1965;0.2547;0.6682;0.2901;0.5555;3 
3;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0865;0.0417;0.4445;0.0865;0.0417;0.9775;0.2256;0.0001;0.0001;0.0317;0.0800;0.5555;0.0865;0.9583;0.9775;0.0001;0.0001;0.0001;0.0317;0.0821;0.2223;0.9135;0.0417;0.9775;0.0001;0.0001;0.0001;0.0317;0.0691;0.0001;0.9135;0.9583;0.9775;0.4089;0.0001;0.0001;0.0317;0.0684;0.4445;0.0540;0.9999;0.0186;0.0001;0.0001;0.0001;0.0114;0.1120;0.2223;0.0392;0.0001;0.0117;0.0001;0.3187;0.0001;0.0760;0.1257;0.2223;0.8364;0.0001;0.0001;0.0001;0.2562;0.6562;0.2905;0.1800;0.5555;1 
4;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.1690;0.2805;0.5555;0.1690;0.2805;0.8368;0.7610;0.0001;0.0001;0.1245;0.1718;0.5555;0.1690;0.7195;0.8368;0.0001;0.0001;0.0001;0.1245;0.1860;0.6666;0.8310;0.2805;0.8368;0.0001;0.0001;0.0001;0.1245;0.1916;0.0001;0.8310;0.7195;0.8368;0.5121;0.0001;0.0001;0.1245;0.1751;0.0001;0.1342;0.9999;0.1246;0.0001;0.0001;0.0001;0.0618;0.1374;0.8888;0.1176;0.0001;0.0782;0.0001;0.5814;0.0001;0.4204;0.3592;0.0001;0.6144;0.0001;0.0001;0.0001;0.4993;0.4062;0.0310;0.0657;0.5555;0 
5;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.1339;0.2486;0.2223;0.1339;0.2486;0.8444;0.5182;0.0001;0.0001;0.1280;0.1524;0.6666;0.1339;0.7514;0.8444;0.0001;0.0001;0.0001;0.1280;0.1672;0.5555;0.8661;0.2486;0.8444;0.0001;0.0001;0.0001;0.1280;0.1546;0.7777;0.8661;0.7514;0.8444;0.5547;0.0001;0.0001;0.1280;0.2203;0.5555;0.1101;0.9999;0.1104;0.0001;0.0001;0.0001;0.0577;0.1559;0.6666;0.0986;0.0001;0.0693;0.0001;0.1119;0.0001;0.4581;0.3200;0.1112;0.6676;0.0001;0.0001;0.0001;0.2690;0.5925;0.0609;0.0755;0.6666;0 
6;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.1703;0.2406;0.6666;0.1703;0.2406;0.8627;0.3447;0.0001;0.0001;0.1057;0.2073;0.8888;0.1703;0.7594;0.8627;0.0001;0.0001;0.0001;0.1057;0.1791;0.5555;0.8297;0.2406;0.8627;0.0001;0.0001;0.0001;0.1057;0.1549;0.4445;0.8297;0.7594;0.8627;0.4802;0.0001;0.0001;0.1057;0.1346;0.1112;0.1383;0.9999;0.1069;0.0001;0.0001;0.0001;0.0676;0.1402;0.2223;0.1230;0.0001;0.0671;0.0001;0.3095;0.0001;0.4464;0.2778;0.4445;0.6210;0.0001;0.0001;0.0001;0.5785;0.5614;0.0467;0.0451;0.0001;0 
7;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.8128;0.8874;0.0001;0.8128;0.8874;0.0868;0.2386;0.0001;0.0001;0.9130;0.6562;0.5555;0.8128;0.1126;0.0868;0.0001;0.0001;0.0001;0.9130;0.7732;0.6666;0.1872;0.8874;0.0868;0.0001;0.0001;0.0001;0.9130;0.7454;0.0001;0.1872;0.1126;0.0868;0.1252;0.0001;0.0001;0.9130;0.7549;0.4445;0.8398;0.9999;0.9061;0.0001;0.0001;0.0001;0.8543;0.7693;0.3334;0.8445;0.0001;0.8898;0.0001;0.4216;0.0001;0.8669;0.6647;0.6666;0.2389;0.0001;0.0001;0.0001;0.4761;0.2236;0.6560;0.3250;0.6666;3 
8;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.9579;0.7590;0.9999;0.9579;0.7590;0.0722;0.0213;0.0001;0.0001;0.9901;0.6261;0.9999;0.9579;0.2410;0.0722;0.0001;0.0001;0.0001;0.9901;0.9997;0.5555;0.0421;0.7590;0.0722;0.0001;0.0001;0.0001;0.9901;0.7771;0.5555;0.0421;0.2410;0.0722;0.2080;0.0001;0.0001;0.9901;0.7385;0.7777;0.9582;0.9999;0.8890;0.0001;0.0001;0.0001;0.9241;0.6503;0.8888;0.9499;0.0001;0.9042;0.0001;0.5392;0.0001;0.9094;0.8473;0.5555;0.0589;0.0001;0.0001;0.0001;0.3293;0.2702;0.6107;0.2488;0.6666;3 
9;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.7094;0.6646;0.5555;0.7094;0.6646;0.4141;0.3042;0.0001;0.0001;0.5504;0.5546;0.7777;0.7094;0.3354;0.4141;0.0001;0.0001;0.0001;0.5504;0.6257;0.0001;0.2906;0.6646;0.4141;0.0001;0.0001;0.0001;0.5504;0.6566;0.6666;0.2906;0.3354;0.4141;0.2256;0.0001;0.0001;0.5504;0.6443;0.8888;0.5268;0.1527;0.4576;0.0001;0.0001;0.0001;0.2450;0.5326;0.7777;0.4411;0.0001;0.3891;0.0001;0.4968;0.0001;0.8795;0.8342;0.2223;0.4301;0.0001;0.0001;0.0001;0.6806;0.2569;0.8113;0.6522;0.7777;2 
